nH,PhoIndex,TORsigma,CTKcover,Theta_inc,log_norm,log_fs,log_c_bat
74.82457089417449,2.3366448158244277,70.14933307813362,0.29545206461800505,30.903478691074724,-2.1872536708589143,-4.013823891152587,-0.023365873954357186
105.18923664118846,2.2501472863278416,35.61396600565601,0.30282583914494576,81.57114817570292,-1.9478124145918296,-3.159453539146512,-0.4776188117204083
45.544281166703584,1.917075824743838,81.81782205374385,0.0860429346840525,65.74331572262258,-2.871803370153269,-1.8088882159946293,0.10734291300417276
34.396573418575514,1.657466963544978,78.18736526806194,0.2975797716435058,43.25594153157289,-3.2875396448643235,-1.0142218909788188,0.1038827654712231
78.9197099142376,2.147598718733123,57.6761108449719,0.04346873351534592,25.09849022335788,-2.274569388593539,-3.017859846106685,-0.0780663110203691
45.78647761644615,1.9117920542904543,57.26508492126711,0.05192962868831188,62.7601252410266,-2.8504328644204966,-2.199297365588582,0.028217422948409343
80.01396318082743,2.5692226860028207,34.77411367126146,0.2204312181610821,56.783148135220124,-1.8312997941206537,-3.5479330821613178,-0.04759710186523469
36.41334798120813,1.57450032071106,72.95365012062211,0.02270053416453537,25.501507715877747,-3.2469000301788835,-1.414701319972528,-0.0807745579053365
38.29566611213845,1.8145586290949538,56.86378304817406,0.06273764818296074,20.205581239280377,-3.058455690681815,-2.519084799510086,0.00222855644742892
26.305405903796437,1.6176021362161122,58.0362437753623,0.561654377276416,15.904708272907387,-3.3488969831755835,-1.097868408328539,0.05300851688037023
49.01916885398505,2.170323764181324,50.4442668058827,0.09340585122398996,10.062964487086967,-2.474146523608983,-2.5531259280949277,-0.06353926677911681
49.390307011903424,2.2249889753663057,42.42250242020139,0.16229075787743824,15.513641921869375,-2.545427311232623,-3.1008509168360443,0.09751155031368364
45.240256836098574,1.5087065091576577,14.547363852869378,0.41930763378846875,0.07803519892878807,-3.0451732483562255,-2.9015733983305037,-0.5597267694767669
41.67382902977568,1.8754442753550415,54.84907246383285,0.000749381996671239,64.35543530386788,-2.9434713989537986,-1.907915747620906,0.023961465996895415
40.605917937693484,1.8703970027018588,52.969264097120195,0.30667654687279466,6.922653369719991,-2.9305468691751067,-1.6339169648286638,-0.08960373909499952
40.553679892469,2.0562249754535094,78.80095097784582,0.037209561250311315,50.45536167932297,-2.8727457963434437,-1.5473904708950252,0.19925974772895483
64.271461870769,2.3166648730857706,70.95950923791649,0.019263710988887094,76.8184837282802,-2.243295339023406,-3.0080091491886334,0.06315274152752948
34.385046667779285,2.002625340725441,7.86508550456676,0.40856352797547324,31.36783889404981,-2.8566888793975864,-4.526295277505855,0.19854402263936466
