PhoIndex,logNHtor,CFtor,cos_thInc,log_norm,nH_cha,log_c_xmm,nH_xmm,log_c_bat,log_fs
1.645313421854293,25.465229814698052,0.3139986437558883,0.30737212061955344,-2.618204692593379,104.10734291679938,-0.13963791086195998,58.816255444551054,-0.3079252993700228,-2.6453730344380744
1.5524138924820896,23.70636451179707,0.36362990176675525,0.3744107195239273,-2.899732590052565,121.75664237769443,-0.22900869609126473,42.519203498203176,-0.24266765233053533,-3.013551374952357
1.689810362023343,23.75262639157365,0.13252030412017837,0.9080107952974953,-2.74266693797565,97.68866569759574,-0.17343782221735504,44.678494324823205,0.014787197852395906,-3.1690389672277517
1.8225024249897315,24.135835265755183,0.8596131050894525,0.25549237364106736,-2.745654814379992,65.84495864591332,-0.15199776879434368,40.148862134811935,-0.12318425253351195,-2.43139138336862
2.041213280157664,23.739099682408327,0.6717666365415061,0.5868881010193323,-2.619894306800064,170.83552968336173,0.011191365258307107,54.40915103406221,0.4868559172631619,-2.6905536350389543
1.6961092634463575,23.07168166355445,0.14160208308032804,0.24118965753798172,-2.713734674451205,86.16860252764157,0.03781120685821526,57.0264786566766,-0.23401322333850771,-2.9328154873261916
1.7881549519235158,23.62938180612518,0.33666704413511184,0.23219438496764222,-2.8397611013894393,81.69636332418075,0.13502202236989747,55.14017637782179,0.05135753672297927,-2.4054115501386573
1.9612568438474638,23.46158988958916,0.7286861482173737,0.05694280126191968,-2.504502369435453,174.53170638642752,-0.17575821523662338,59.008253221526076,0.26942972589992364,-2.6943422498245755
1.5614349983971008,24.582340372262315,0.43845538530402717,0.24046108949735712,-2.729165246828721,79.81470279376697,-0.030657746290304044,60.582251160480126,-0.41067500491125064,-2.479046652706553
1.8860959448750176,23.26373919080615,0.14076493364436446,0.0946331728701732,-2.383397524748095,100.06015972489003,-0.07751571509524358,66.73412908146976,-0.016529838173823697,-2.831078050534458
1.666370757448193,23.195904217827277,0.116097056022039,0.7015337364449399,-2.686485244368445,82.60700186540731,-0.11942826651781757,52.60451543906107,-0.2160860351364361,-4.569066396766763
1.8353723892226066,24.543823942111317,0.4567778396144502,0.4267452326281768,-2.812875049570505,72.0507606810843,0.027654450786512852,50.06652122326876,0.08281095260584936,-2.7578398759576896
1.7313999320831437,24.42263108184365,0.6248390457327045,0.17358171468535194,-2.6916285498167762,69.68968157714062,-0.07367597278967808,52.161188195225,-0.29545981907768437,-2.5580835520764698
2.1617595827929468,25.25121582730914,0.6179799328604647,0.5726150437243017,-2.1595271349049328,111.76106537882741,-0.17281858525544813,60.7665031839457,-0.11987454537096531,-3.0974901824329786
2.344949845182926,23.429742509843088,0.3212181376105771,0.09189607865641627,-2.163927873009015,97.74378166108359,-0.059993585057417365,61.701068548703276,0.334535993180765,-2.9341929833054845
2.24065894939337,23.48487235575062,0.4515962730432309,0.12802883006722687,-2.3431531948873134,150.37896420655923,-0.014708731929787389,66.0266236772258,0.6568954259373605,-2.692315347198583
1.601010259699558,24.504961399820978,0.44842771453624697,0.4377507480541426,-2.86436436897981,94.12903907932323,-0.22817629860747324,39.736541974343844,-0.2775833539179998,-2.4638817816837486
1.885508280201255,23.606107165734432,0.6399617264932353,0.6174998911668732,-2.6869918430332724,466.8806549865908,-0.1351735401159304,50.2721598695921,0.6294487695838054,-4.5346813481162185
2.293691534534731,23.63885459494814,0.38897927198296667,0.09892613371637882,-1.9660310658077491,215.64240688055796,-0.28372665933595953,61.279028853068525,0.24247285874810331,-2.9359622070348843
