nH_cha,PhoIndex,TORsigma,CTKcover,Theta_inc,log_norm,nH_xmm,log_c_xmm,log_fs,log_c_bat
292.2214921318536,2.054561074645388,42.62960013403734,0.1949035607893941,11.879237064738764,-2.502157717315187,316.15378748073607,-0.3201638702972982,-1.731335108016642,0.4342726442524947
93.0019547411754,1.9563853514256313,7.905450009735024,0.2507221787879387,43.82886359894607,-2.584590210229481,453.07508213533356,0.03616532544640205,-2.330648682303176,0.3241423933019525
123.56681503500177,1.4001879053558268,38.25097075839754,0.22341329534908225,74.89764463763409,-3.1769548501997535,464.025794182616,-0.07034742731741728,-1.5392383967119851,-0.1540268587828335
437.3440261276385,1.8546333671304611,48.55541214499158,0.14425963918982143,73.7164236112693,-2.5141925594117582,496.626279178642,-0.2781181551912375,-2.0471486605620943,0.32079594742560236
59.57056679638513,1.5266223344611378,18.44033893000257,0.5142908395449455,16.86278832123066,-3.3860111143656093,138.37273477709883,0.1856436469280609,-1.4297525981026835,0.12243199247756298
332.29524651073484,1.5948303840114857,13.844468743920224,0.010390995221982646,35.48979092713536,-2.468709906968996,403.16400862470886,-0.23593227064303357,-2.3175525359058757,0.20380779758041667
151.2149440224244,1.8728420850679657,38.94634400113233,0.1816325831918182,78.16385363211606,-2.7869551921007782,417.41115587313294,-0.2367849683722112,-1.6861561287053086,0.34167555287947593
372.0076912108382,2.200792790918608,64.23999373382016,0.5807853868997606,75.32266889039298,-2.222120554377952,206.49745542882286,-0.12423603967706576,-1.6148586955161552,0.5778094179428412
296.9673505784368,1.4516273660225805,48.89522055674613,0.14767895245747248,1.3415565799988816,-3.287744711356825,116.41516642980808,-0.30769060212620836,-1.1026852244288188,0.14865218101998923
202.7120760058944,1.7477034746447946,29.695471853840733,0.2626806408525717,71.05264418607524,-2.7466412713133064,473.4753908754044,-0.16585555871027857,-1.7107437503698675,0.2334254249145833
102.87133593947576,1.7537041476801787,27.85700799872531,0.08250017627639658,40.23653810397408,-3.2312853018550474,215.79280433550628,0.12080272517492263,-1.4725227585122957,0.3445052248279987
421.9583599626886,1.8338857546644178,29.410493999552926,0.36202099664415743,57.77639691420038,-2.5948321256206914,172.16497004541225,-0.10299246811375395,-1.8719432324394396,0.46860353447198233
435.10088561353973,2.0460073103729615,42.72798206058185,0.4712855913116485,79.17240174914973,-2.212678592635326,443.6389482139629,-0.18504406728032108,-2.1413409464244584,0.37534227709194945
208.8520659125718,1.996461848559579,43.27301712155175,0.12194344582299889,37.69844728765107,-2.555508580621558,482.26137708838195,-0.3402273987318839,-1.7391830276638034,0.46782150931133004
332.5821481920894,1.5259743501341796,38.99155451852329,0.10446885981502098,18.171149861587395,-2.9846829344429127,337.83039192746014,-0.32124295585383733,-1.5028953162500223,0.11445966723166645
286.277599938287,1.956796658735397,15.554209370079278,0.042042227825936494,83.39447538953466,-2.3543685177131324,323.350051354614,-0.07315161039018125,-2.5297350979082696,0.30396857987995896
291.06417561400843,1.9567149511097277,6.166119937549523,0.379879031016994,24.7509740120697,-2.452600114709508,402.83871324452355,-0.2704547523701968,-2.229696096144077,0.4354027952669308
436.4084106231421,1.6510933886483723,51.330288633845754,0.09785046923174641,75.64712206412209,-3.1484588419664687,444.69195182223183,-0.25362650809808185,-1.1736301876346191,0.5491669035145095
254.20963734505452,2.1370839414115808,72.87832639913054,0.273193091878079,35.55612678363131,-2.3849224823268567,170.91010801658823,-0.22207385953508352,-1.6334443319302574,0.39981185244153705
318.60832481474034,1.7085628964476904,63.05429057432184,0.45863805251771494,28.020944880128315,-2.570499772777971,359.16480381974134,-0.19457172551083357,-1.7102389691667081,0.025871607711960953
267.6790494031259,1.9397887658615858,32.73171345472194,0.5600716685039273,86.66036384830063,-1.943300388302942,220.34428823828114,-0.3606551357697708,-2.1692445584183337,-0.242404213637611
81.35300664015199,1.809127350808764,74.60069452350822,0.19675486927872107,55.13107752891413,-3.178806180251576,329.03576031676886,0.05387914689952655,-1.2558700916038044,0.4081159839079196
285.7281157271105,1.710101139945868,44.46932883323116,0.050876455088441,17.27599024553438,-3.0085373467116767,171.5294334532911,-0.1351885062258984,-1.6218846349536227,0.34877077833623527
460.2089206737506,1.9745061093802163,50.14087144133281,0.41875854025559306,30.71819108065478,-2.558701383911222,250.34587304462647,-0.07143915653616939,-1.7208122211857102,0.6341830756112077
140.6752255952343,2.0067652010433936,20.195025776209334,0.06980392230094037,13.1994313526958,-2.460309366362013,319.2016018176102,-0.3130240570876205,-2.111907189888187,0.29456951846112145
102.06275200904798,1.547622802825673,81.3802153474014,0.3116442904741989,55.81108296919702,-2.9584060225209843,235.8273223902995,-0.26610899680464517,-1.0363597984412096,-0.21512639463061012
219.9450134696335,2.407616328694008,14.138187135869993,0.20094196779117005,84.34265109564433,-1.9424701116831788,270.7476041769634,-0.013582589425730318,-2.9753669210306977,0.6393958995127229
75.03613875351787,1.6705091082288481,64.44851806285692,0.40792729989421794,69.02769959058473,-3.1427613899118345,234.92038955949732,-0.04401386544300423,-1.148713571329357,0.20869395776028865
323.04297625460487,1.5850094252335716,55.53268641680334,0.2770818577699725,18.574783094482363,-3.102016629484541,206.23785044683993,-0.171277535180547,-1.3227997834372758,0.36320796192119364
307.432982493856,1.9261266304245612,11.849578023228673,0.4669124041398064,80.05950438040755,-2.0943705247583106,392.5587513319472,-0.28371927776510086,-2.430828077930762,0.05701583598048021
84.5381929046343,1.4034601150484736,23.13624659949914,0.2948136033334304,9.269899530355504,-3.3695979633598503,328.8621690061334,0.03174221651460618,-1.5223213534378428,-0.012226172732135776
387.9268677846205,1.8074275012334444,24.977665626365752,0.10836287178679709,4.710121084146969,-2.774936312293367,193.01102102131412,-0.22255248836144015,-1.802166058467983,0.5078894317117766
206.99345489168536,2.271798523472578,20.050416697093297,0.22151605348767184,84.75487490371682,-2.096612021407914,310.65001481282746,-0.16424295520731202,-2.351594219563948,0.5011744743099447
118.66191803916378,2.013539687365828,42.2248108427783,0.5210572182269904,32.66285128721261,-2.6207905184256197,497.8990434521731,-0.06117094778059573,-1.6776591236503648,0.24626825773120853
191.8087826134964,1.9044695564249166,36.129485739147114,0.1903903699415169,83.62184518826142,-2.591895014703482,223.39318296317086,-0.2761702182358359,-1.8338473141964227,0.26570081560587533
95.95519599784441,2.273561535330436,42.82648768203585,0.04775910146827291,67.48377238655607,-2.739931986081587,177.23400629159684,0.07563065472520614,-1.9495211417187766,0.827461827901725
58.47653807671472,1.9248963334758145,80.51089399548813,0.1738220238450825,87.59541775109392,-3.1729533538276233,299.8374822752131,0.07724285685863252,-1.0703327891331904,0.4752313964308639
98.63760117832395,1.6703980109519105,8.46958165838657,0.21045504063689122,27.380844704808364,-2.5644830916628822,338.92234722400366,0.16435667426736544,-2.6654302357640143,-0.061568148132139955
154.5443605224769,2.2867921937349416,51.86195574990414,0.1785961311070781,14.773650764754153,-2.336680140366444,209.5170228813149,-0.2141257335558726,-2.1828661271066276,0.39884834335766306
331.8354027313619,2.164548443476332,60.08601316225353,0.025463577403229576,82.31087416800256,-2.4307349063184653,155.06989581729582,-0.3181603517323095,-1.5694387588646213,0.5445535937511083
102.63314442204396,1.6014036208105522,16.675452780806324,0.36255999580202675,52.275933993664914,-2.964543392945307,203.2021704494869,-0.1410670547424423,-1.6508494522434511,-0.0729588541505517
164.1987774482549,1.9576522823112699,32.559364360551726,0.29519494455348155,88.73059834876356,-2.626086963180187,121.54151958043055,-0.3096528618900538,-1.5873837308112968,0.3796250185166532
122.4482201515064,1.6326327091906465,65.45944580062583,0.17132896620107466,38.95278734001754,-3.2049435272969298,432.471177475881,-0.039925467475567133,-1.116016621837327,0.20863325031537006
142.00981901149513,1.4899761915137932,20.136924094990036,0.09508195056230706,79.41382655557048,-2.914867425247962,323.18023530085446,-0.011405751953881271,-2.0045273788603226,-0.11544782398142361
355.6233935234864,1.9342260203838444,16.62743674884102,0.07352468864712708,75.83527164706855,-2.2622894017266897,491.6073546068553,-0.2504551455249381,-2.6044408654884807,0.3363194019873035
101.2859613358553,1.978984860050841,39.26492472280151,0.23122078353799513,58.233597091565194,-2.648198339443359,116.48497250991913,-0.2843088481759388,-1.7866958172493024,0.2584832880367234
111.72112145111842,1.9632743484194963,63.73882956302243,0.4989386035778764,48.2694182660495,-2.7465952630505366,423.81574037245673,0.04952526233636445,-1.6058648042605395,0.297122578732933
385.53202950458734,1.8528323620660558,32.26530099131955,0.3795304583027856,80.7335699375449,-2.451764046419052,350.33679876810487,-0.2609814132719518,-1.9279554050653882,0.4101243346369705
119.19376926992179,2.1830639217614136,9.285830240850895,0.46744414067907814,73.39805342328795,-2.421858171862982,300.72736557863664,-0.16824564923369,-2.0006615158778422,0.498427935805114
346.16312354626314,1.455423710622971,26.166765026051053,0.5801873893748268,55.733390725730004,-2.947996608281596,199.65572685323352,-0.18245938875308843,-1.5588891242833847,0.023382295865687075
221.41819686476194,1.697072853764973,72.63707010673197,0.49363832096039195,20.431487532444365,-2.7295357322323897,180.02631258219444,-0.15341917726284993,-1.3062698105387254,0.09629328363999434
344.27632404711494,1.4368434365445755,59.34009376277217,0.18519309641589393,45.769182298987225,-3.2004726848538865,221.2259658215202,-0.250740112317289,-1.2761940623963488,0.09954332096147134
122.35123834998785,1.653211754484367,29.04228485849596,0.11556460910087223,30.50701577415552,-3.044867416080586,222.65055822656487,-0.21180811863709348,-1.506787812710078,0.1356755185163041
323.4173917726209,1.8725711458739573,16.753892557396334,0.36352980823587955,74.32748472919958,-2.4684652937872,367.85234424562475,-0.11680843855351031,-2.1606319798046933,0.36356798016383296
428.3276422526583,2.000836425292618,20.407653005030024,0.423106193986699,69.48386055649264,-2.396428239522597,482.30186290471227,-0.35076077381235593,-1.9720181683138285,0.5233088113088211
