PhoIndex,logNHtor,CFtor,cos_thInc,log_norm,nH,log_c_bat,log_fs
1.780204376766971,22.56309211708658,0.7703636389990306,0.6278396529057958,-2.5441947977076436,18.028816660353616,-0.22811751670478309,-4.214678093517324
1.8154388122187863,25.045523585500415,0.24623163373261236,0.3542888225518842,-2.5287217426412885,17.303833818754217,-0.1994555854647233,-4.4932103381652375
1.7527460819697716,22.442992267312782,0.11781995679362062,0.1001171972300374,-2.5937209699801853,16.48169600000983,-0.14317124380731372,-4.087133049197799
1.5773346123050918,23.625245981831508,0.10033955413109238,0.112398254397159,-2.7245541772213486,15.903060829851535,-0.3632522262900998,-2.8454690888525325
1.641939236464068,22.829239731773374,0.16299265234945348,0.8885979965369709,-2.6654778841281503,16.82691094622632,-0.2686976394431627,-4.157810648255359
1.9327609189590833,24.051417884854068,0.13729994241781585,0.19316357680729884,-2.4054273551415912,18.440987044784478,-0.10919081473014158,-4.4706434132674735
2.091602826585854,25.44317302888899,0.28067666767393246,0.2895682610853731,-2.3188857977415283,18.84227416735863,-0.010859492049309694,-4.757036824241639
2.3750968895867404,24.92555148117796,0.8529361150306216,0.3133919959769404,-2.046573769366273,20.451270555228426,0.10381214983116127,-3.493051542684034
1.4792846289399801,23.260410286166195,0.7125291882744488,0.722729541405516,-2.7997383732157433,15.951225493181427,-0.3795717692171565,-3.5333579528493124
1.9582947502728045,24.617205121054404,0.5519969449756487,0.554198005564491,-2.4335115686481927,18.158062309343926,-0.11526135852795316,-4.866956614534567
1.6165572782389988,22.71017065568688,0.18713378684595772,0.7362948517343827,-2.707171691409767,15.99371456825262,-0.19248392596448916,-4.946478208625381
1.5426458045228464,22.59073896823649,0.22710172242542073,0.5557437305372698,-2.717561866497293,16.97134454051041,-0.40492927709798854,-4.8475208451490746
2.119645397670167,22.84401178942474,0.7430261536409657,0.616489084720607,-2.2208563373920303,22.339672829993404,0.009701105626693796,-4.909775793687075
1.5014907639826798,23.9814965864782,0.4762673915401,0.1339119172420121,-2.8182865348464947,14.116790159947117,-0.41386001827168806,-3.9527111686763856
1.8913219855391323,22.545848884948143,0.7487587507524927,0.08693056919955847,-2.456956316745538,19.396172679696953,-0.06735555318259967,-4.561017340649863
1.719141355885836,22.892466582687387,0.14344941762749316,0.4669077592721568,-2.6175243592589625,16.704752731472922,-0.236697806951647,-4.709926038598985
1.761679674299582,23.137295032035233,0.31306694199777363,0.315899935036836,-2.6004223995722113,16.597145940705715,-0.11757195166841261,-3.331318006694765
2.1033903816276527,22.803789149832408,0.9381888954728956,0.8178301167088443,-2.3320865841596587,19.074062059242053,0.05344999598927824,-3.5687597826311865
1.639434917692025,23.348718352354492,0.44877076646902503,0.27683033362269993,-2.699467213385978,16.12711527860001,-0.2606707496159758,-2.7615431431682618
2.026839071908237,22.87231295421348,0.6870456458421768,0.45460307287106616,-2.3713834101432205,18.99723109278234,-0.008697803132636683,-3.0157844103415403
1.848581078070946,24.326321030157686,0.78802271140716,0.20763154105482978,-2.4783789775610665,16.974770495406943,-0.3319469985397192,-3.0670243428959916
1.7691414955401759,24.222805147141536,0.15458085293552756,0.8815269547918966,-2.566197240720777,17.303086715260438,-0.31194363988933793,-3.2195831298010322
1.7723330717771497,23.63066983489572,0.24597578511999102,0.237943987255322,-2.5753779857341215,18.34509061961745,-0.1482767003518053,-3.2037385009825066
2.0165829605792727,24.942215351197333,0.14323200724276275,0.6272852188804956,-2.3772681154487296,18.627866660088014,-0.020339387749320093,-3.580891928910486
1.672729434202239,22.86319755575961,0.14063954552987307,0.283181833954045,-2.6478330516914665,16.820217518501995,-0.2171684531648258,-2.667601533358584
